Year,State,District,Style,Product Category,Sale Order Qty,Delivered Qty
FY 24-25,TAMIL NADU,TIRUVANNAMALAI,SW02,FG-PETTICOAT,168,111
FY 24-25,TAMIL NADU,TIRUVANNAMALAI,SW03,FG-PETTICOAT,19,12
FY 24-25,TAMIL NADU,TIRUVANNAMALAI,TB01,FG-BRA,81,53
FY 24-25,TAMIL NADU,TIRUVANNAMALAI,TEEN,FG-BRA,258,256
FY 24-25,TAMIL NADU,TIRUVANNAMALAI,TRND,FG-BRA,327,319
FY 24-25,TAMIL NADU,TIRUVANNAMALAI,UC05,FG-BRA,12,4
FY 24-25,TAMIL NADU,TIRUVANNAMALAI,UC07,FG-BRA,15,15
FY 24-25,TAMIL NADU,TIRUVANNAMALAI,UC09,FG-BRA,1194,995
FY 24-25,TAMIL NADU,TIRUVANNAMALAI,UC11,FG-BRA,85,71
FY 24-25,TAMIL NADU,TIRUVANNAMALAI,USWP,FG-SHORTS,51,49
FY 24-25,TAMIL NADU,TIRUVARUR,3NSL,FG-SLIP,68,50
FY 24-25,TAMIL NADU,TIRUVARUR,BB01,FG-BRA,37,32
FY 24-25,TAMIL NADU,TIRUVARUR,BUTR,FG-BRA,94,94
FY 24-25,TAMIL NADU,TIRUVARUR,CA01,FG-BRA,66,42
FY 24-25,TAMIL NADU,TIRUVARUR,CA05,FG-BRA,93,93
FY 24-25,TAMIL NADU,TIRUVARUR,CA12,FG-BRA,195,138
FY 24-25,TAMIL NADU,TIRUVARUR,CA15,FG-BRA,859,604
FY 24-25,TAMIL NADU,TIRUVARUR,CA80,FG-BRA,4,4
FY 24-25,TAMIL NADU,TIRUVARUR,CHRM,FG-BRA,66,66
FY 24-25,TAMIL NADU,TIRUVARUR,CHRR,FG-BRA,84,84
FY 24-25,TAMIL NADU,TIRUVARUR,CLSI,FG-BRA,156,147
FY 24-25,TAMIL NADU,TIRUVARUR,CLSR,FG-BRA,150,150
FY 24-25,TAMIL NADU,TIRUVARUR,CMFT,FG-BRA,550,527
FY 24-25,TAMIL NADU,TIRUVARUR,CNDI,FG-BRA,292,281
FY 24-25,TAMIL NADU,TIRUVARUR,CNDR,FG-BRA,64,64
FY 24-25,TAMIL NADU,TIRUVARUR,CRSS,FG-BRA,6356,6215
FY 24-25,TAMIL NADU,TIRUVARUR,DEFC,FG-BRA,10,10
FY 24-25,TAMIL NADU,TIRUVARUR,DEFM,FG-BRA,129,111
FY 24-25,TAMIL NADU,TIRUVARUR,DEFS,FG-BRA,6,4
FY 24-25,TAMIL NADU,TIRUVARUR,DEFT,FG-BRA,22,22
FY 24-25,TAMIL NADU,TIRUVARUR,EC05,FG-BRA,217,190
FY 24-25,TAMIL NADU,TIRUVARUR,EC06,FG-BRA,167,103
FY 24-25,TAMIL NADU,TIRUVARUR,EC07,FG-BRA,84,71
FY 24-25,TAMIL NADU,TIRUVARUR,EEVI,FG-BRA,96,69
FY 24-25,TAMIL NADU,TIRUVARUR,ER16,FG-BRA,24,17
FY 24-25,TAMIL NADU,TIRUVARUR,ES02,FG-BRA,1441,1362
FY 24-25,TAMIL NADU,TIRUVARUR,ES06,FG-BRA,183,156
FY 24-25,TAMIL NADU,TIRUVARUR,ES18,FG-BRA,180,161
FY 24-25,TAMIL NADU,TIRUVARUR,ES21,FG-BRA,209,177
FY 24-25,TAMIL NADU,TIRUVARUR,F909,FG-BRA,22,22
FY 24-25,TAMIL NADU,TIRUVARUR,FB07,FG-BRA,187,151
FY 24-25,TAMIL NADU,TIRUVARUR,FELZ,FG-BRA,25,25
FY 24-25,TAMIL NADU,TIRUVARUR,FLFG,FG-BRA,578,548
FY 24-25,TAMIL NADU,TIRUVARUR,FRTH,FG-BRA,136,136
FY 24-25,TAMIL NADU,TIRUVARUR,GLRI,FG-BRA,284,282
FY 24-25,TAMIL NADU,TIRUVARUR,IECDPL,FG-PANTIES,54,48
FY 24-25,TAMIL NADU,TIRUVARUR,IECDPR,FG-PANTIES,235,182
FY 24-25,TAMIL NADU,TIRUVARUR,IN01,FG-BRA,2658,2417
FY 24-25,TAMIL NADU,TIRUVARUR,IN05,FG-BRA,84,84
FY 24-25,TAMIL NADU,TIRUVARUR,IN07,FG-SLIP,48,36
FY 24-25,TAMIL NADU,TIRUVARUR,IN08,FG-SLIP,570,484
FY 24-25,TAMIL NADU,TIRUVARUR,IN21,FG-BRA,73,45
FY 24-25,TAMIL NADU,TIRUVARUR,IN22,FG-SLIP,3,3
FY 24-25,TAMIL NADU,TIRUVARUR,IN27,FG-BRA,30,30
FY 24-25,TAMIL NADU,TIRUVARUR,IN29,FG-BRA,2922,2720
FY 24-25,TAMIL NADU,TIRUVARUR,KRKR,FG-BRA,109,86
FY 24-25,TAMIL NADU,TIRUVARUR,LL05,FG-BRA,18,15
FY 24-25,TAMIL NADU,TIRUVARUR,LOVE,FG-BRA,1127,1075
FY 24-25,TAMIL NADU,TIRUVARUR,NGSL,FG-SLIP,4,1
FY 24-25,TAMIL NADU,TIRUVARUR,NOVA,FG-BRA,42,16
FY 24-25,TAMIL NADU,TIRUVARUR,NRPB,FG-BRA,757,626
FY 24-25,TAMIL NADU,TIRUVARUR,NTHK,FG-BRA,85,61
FY 24-25,TAMIL NADU,TIRUVARUR,NTRL,FG-BRA,1015,970
FY 24-25,TAMIL NADU,TIRUVARUR,OECDPL,FG-PANTIES,26,10
FY 24-25,TAMIL NADU,TIRUVARUR,OECDPR,FG-PANTIES,38,26
FY 24-25,TAMIL NADU,TIRUVARUR,PRTI,FG-BRA,259,257
FY 24-25,TAMIL NADU,TIRUVARUR,PRTR,FG-BRA,6,6
FY 24-25,TAMIL NADU,TIRUVARUR,SW03,FG-PETTICOAT,24,21
FY 24-25,TAMIL NADU,TIRUVARUR,UC09,FG-BRA,430,377
FY 24-25,TAMIL NADU,TIRUVARUR,UF01,FG-BRA,13,4
FY 24-25,TAMIL NADU,VELLORE,3NSL,FG-SLIP,786,539
FY 24-25,TAMIL NADU,VELLORE,BB01,FG-BRA,893,796
FY 24-25,TAMIL NADU,VELLORE,BEPR,FG-INFANTS,7,7
FY 24-25,TAMIL NADU,VELLORE,BUTI,FG-BRA,449,431
FY 24-25,TAMIL NADU,VELLORE,BUTR,FG-BRA,52,52
FY 24-25,TAMIL NADU,VELLORE,C_SB,FG-BRA,4,4
FY 24-25,TAMIL NADU,VELLORE,CA01,FG-BRA,2772,2323
FY 24-25,TAMIL NADU,VELLORE,CA05,FG-BRA,1276,1226
FY 24-25,TAMIL NADU,VELLORE,CA09,FG-BRA,125,75
FY 24-25,TAMIL NADU,VELLORE,CA11,FG-BRA,17,17
FY 24-25,TAMIL NADU,VELLORE,CA12,FG-BRA,964,759
FY 24-25,TAMIL NADU,VELLORE,CA15,FG-BRA,1579,1154
FY 24-25,TAMIL NADU,VELLORE,CA80,FG-BRA,13,12
FY 24-25,TAMIL NADU,VELLORE,CHRM,FG-BRA,300,292
FY 24-25,TAMIL NADU,VELLORE,CHRR,FG-BRA,51,51
FY 24-25,TAMIL NADU,VELLORE,CLSI,FG-BRA,209,207
FY 24-25,TAMIL NADU,VELLORE,CLSR,FG-BRA,70,70
FY 24-25,TAMIL NADU,VELLORE,CMFT,FG-BRA,1165,1151
FY 24-25,TAMIL NADU,VELLORE,CNDI,FG-BRA,3854,3754
FY 24-25,TAMIL NADU,VELLORE,CNDR,FG-BRA,322,316
FY 24-25,TAMIL NADU,VELLORE,CRSS,FG-BRA,3473,3293
FY 24-25,TAMIL NADU,VELLORE,CYLR,FG-BRA WASHER,3,3
FY 24-25,TAMIL NADU,VELLORE,DEFC,FG-BRA,943,703
FY 24-25,TAMIL NADU,VELLORE,DEFF,FG-BRA,67,66
FY 24-25,TAMIL NADU,VELLORE,DEFM,FG-BRA,2100,1902
FY 24-25,TAMIL NADU,VELLORE,DEFS,FG-BRA,34,26
FY 24-25,TAMIL NADU,VELLORE,DEFT,FG-BRA,1543,1279
FY 24-25,TAMIL NADU,VELLORE,E_SB,FG-BRA,96,74
FY 24-25,TAMIL NADU,VELLORE,EC05,FG-BRA,224,172
FY 24-25,TAMIL NADU,VELLORE,EC06,FG-BRA,1106,898
FY 24-25,TAMIL NADU,VELLORE,EC07,FG-BRA,1595,1223
FY 24-25,TAMIL NADU,VELLORE,EC09,FG-BRA,20,17
FY 24-25,TAMIL NADU,VELLORE,EEVI,FG-BRA,71,45
FY 24-25,TAMIL NADU,VELLORE,EFRT,FG-BRA,251,249
FY 24-25,TAMIL NADU,VELLORE,ER16,FG-BRA,205,183
FY 24-25,TAMIL NADU,VELLORE,ERCA,FG-BRA,1020,995
FY 24-25,TAMIL NADU,VELLORE,ES02,FG-BRA,9796,8780
FY 24-25,TAMIL NADU,VELLORE,ES06,FG-BRA,5207,4890
FY 24-25,TAMIL NADU,VELLORE,ES11,FG-BRA,12,11
FY 24-25,TAMIL NADU,VELLORE,ES18,FG-BRA,23,23
FY 24-25,TAMIL NADU,VELLORE,ES21,FG-BRA,1685,1354
FY 24-25,TAMIL NADU,VELLORE,F909,FG-BRA,1380,1332
FY 24-25,TAMIL NADU,VELLORE,FB07,FG-BRA,2,2
FY 24-25,TAMIL NADU,VELLORE,FELZ,FG-BRA,175,169
FY 24-25,TAMIL NADU,VELLORE,FLFG,FG-BRA,524,393
FY 24-25,TAMIL NADU,VELLORE,FRTH,FG-BRA,394,373
FY 24-25,TAMIL NADU,VELLORE,GLRI,FG-BRA,53,53
FY 24-25,TAMIL NADU,VELLORE,HC36,FG-PETTICOAT,12,11
FY 24-25,TAMIL NADU,VELLORE,HC40,FG-PETTICOAT,521,473
FY 24-25,TAMIL NADU,VELLORE,HC44,FG-PETTICOAT,138,116
FY 24-25,TAMIL NADU,VELLORE,HC50,FG-PETTICOAT,54,46
FY 24-25,TAMIL NADU,VELLORE,HP40,FG-PETTICOAT,299,12
FY 24-25,TAMIL NADU,VELLORE,IECDPL,FG-PANTIES,3737,1951
FY 24-25,TAMIL NADU,VELLORE,IECDPR,FG-PANTIES,6936,4228
FY 24-25,TAMIL NADU,VELLORE,IELYPC,FG-PANTIES,152,112
FY 24-25,TAMIL NADU,VELLORE,IELYRC,FG-PANTIES,78,8
FY 24-25,TAMIL NADU,VELLORE,IN01,FG-BRA,1439,1368
FY 24-25,TAMIL NADU,VELLORE,IN01,FG-SLIP,198,154
FY 24-25,TAMIL NADU,VELLORE,IN02,FG-SLIP,37,29
FY 24-25,TAMIL NADU,VELLORE,IN05,FG-BRA,320,311
FY 24-25,TAMIL NADU,VELLORE,IN07,FG-SLIP,2626,1888
FY 24-25,TAMIL NADU,VELLORE,IN08,FG-SLIP,1881,1316
FY 24-25,TAMIL NADU,VELLORE,IN09,FG-SLIP,232,162
FY 24-25,TAMIL NADU,VELLORE,IN11,FG-SLIP,248,53
FY 24-25,TAMIL NADU,VELLORE,IN14,FG-SLIP,24,24
FY 24-25,TAMIL NADU,VELLORE,IN15,FG-SLIP,2094,1891
FY 24-25,TAMIL NADU,VELLORE,IN21,FG-BRA,257,242
FY 24-25,TAMIL NADU,VELLORE,IN22,FG-SLIP,37,17
FY 24-25,TAMIL NADU,VELLORE,IN29,FG-BRA,2591,2519
FY 24-25,TAMIL NADU,VELLORE,KRKR,FG-BRA,505,377
FY 24-25,TAMIL NADU,VELLORE,LL05,FG-BRA,98,29
FY 24-25,TAMIL NADU,VELLORE,LL06,FG-BRA,223,53
FY 24-25,TAMIL NADU,VELLORE,LOVE,FG-BRA,155,147
FY 24-25,TAMIL NADU,VELLORE,LTPL,FG-INFANTS,6,6
FY 24-25,TAMIL NADU,VELLORE,LVHK,FG-BRA,20,20
FY 24-25,TAMIL NADU,VELLORE,M001,FG-SLIP,114,29
FY 24-25,TAMIL NADU,VELLORE,M002,FG-SLIP,20,4
FY 24-25,TAMIL NADU,VELLORE,NGSL,FG-SLIP,641,494
FY 24-25,TAMIL NADU,VELLORE,NHPB,FG-BRA,399,317
FY 24-25,TAMIL NADU,VELLORE,NORA,FG-BRA,331,328
FY 24-25,TAMIL NADU,VELLORE,NOVA,FG-BRA,171,69
FY 24-25,TAMIL NADU,VELLORE,NRPB,FG-BRA,1613,1033
FY 24-25,TAMIL NADU,VELLORE,NTHK,FG-BRA,214,206
FY 24-25,TAMIL NADU,VELLORE,NTRL,FG-BRA,2632,2521
FY 24-25,TAMIL NADU,VELLORE,OECDPL,FG-PANTIES,2264,947
FY 24-25,TAMIL NADU,VELLORE,OECDPR,FG-PANTIES,2719,1476
FY 24-25,TAMIL NADU,VELLORE,PRTI,FG-BRA,823,804
FY 24-25,TAMIL NADU,VELLORE,PRTR,FG-BRA,130,129
FY 24-25,TAMIL NADU,VELLORE,S3PP,FG-INFANTS,6,5
FY 24-25,TAMIL NADU,VELLORE,SW02,FG-PETTICOAT,109,76
FY 24-25,TAMIL NADU,VELLORE,TB01,FG-BRA,145,83
FY 24-25,TAMIL NADU,VELLORE,TEEN,FG-BRA,432,376
FY 24-25,TAMIL NADU,VELLORE,TRND,FG-BRA,459,459
FY 24-25,TAMIL NADU,VELLORE,UC02,FG-BRA,26,18
FY 24-25,TAMIL NADU,VELLORE,UC05,FG-BRA,326,172
FY 24-25,TAMIL NADU,VELLORE,UC07,FG-BRA,31,27
FY 24-25,TAMIL NADU,VELLORE,UC09,FG-BRA,2596,1965
FY 24-25,TAMIL NADU,VELLORE,UC11,FG-BRA,1,1
FY 24-25,TAMIL NADU,VELLORE,UF01,FG-BRA,196,44
FY 24-25,TAMIL NADU,VELLORE,USWP,FG-SHORTS,104,74
FY 24-25,TAMIL NADU,VELLORE,VNH2,FG-BRA,33,30
FY 24-25,TAMIL NADU,VELLORE,WSPP,FG-INFANTS,3,3
FY 24-25,TAMIL NADU,VILUPPURAM,3NSL,FG-SLIP,188,128
FY 24-25,TAMIL NADU,VILUPPURAM,BB01,FG-BRA,1112,961
FY 24-25,TAMIL NADU,VILUPPURAM,BUTI,FG-BRA,84,84
FY 24-25,TAMIL NADU,VILUPPURAM,CA01,FG-BRA,2871,2528
FY 24-25,TAMIL NADU,VILUPPURAM,CA05,FG-BRA,560,555
FY 24-25,TAMIL NADU,VILUPPURAM,CA12,FG-BRA,403,309
FY 24-25,TAMIL NADU,VILUPPURAM,CA15,FG-BRA,65,51
FY 24-25,TAMIL NADU,VILUPPURAM,CA80,FG-BRA,3,3
FY 24-25,TAMIL NADU,VILUPPURAM,CLSI,FG-BRA,39,37
FY 24-25,TAMIL NADU,VILUPPURAM,CMFT,FG-BRA,359,340
FY 24-25,TAMIL NADU,VILUPPURAM,CNDI,FG-BRA,1644,1606
FY 24-25,TAMIL NADU,VILUPPURAM,CNDR,FG-BRA,221,221
FY 24-25,TAMIL NADU,VILUPPURAM,CRSS,FG-BRA,5698,5501
FY 24-25,TAMIL NADU,VILUPPURAM,DEFC,FG-BRA,38,32
FY 24-25,TAMIL NADU,VILUPPURAM,DEFM,FG-BRA,106,96
FY 24-25,TAMIL NADU,VILUPPURAM,DEFS,FG-BRA,2,2
FY 24-25,TAMIL NADU,VILUPPURAM,DEFT,FG-BRA,277,234
FY 24-25,TAMIL NADU,VILUPPURAM,EC05,FG-BRA,6,5
FY 24-25,TAMIL NADU,VILUPPURAM,EC06,FG-BRA,335,277
FY 24-25,TAMIL NADU,VILUPPURAM,EC07,FG-BRA,756,663
FY 24-25,TAMIL NADU,VILUPPURAM,EC09,FG-BRA,38,31
FY 24-25,TAMIL NADU,VILUPPURAM,EFRT,FG-BRA,49,49
FY 24-25,TAMIL NADU,VILUPPURAM,ER16,FG-BRA,60,60
FY 24-25,TAMIL NADU,VILUPPURAM,ERCA,FG-BRA,18,18
FY 24-25,TAMIL NADU,VILUPPURAM,ES02,FG-BRA,9060,8027
FY 24-25,TAMIL NADU,VILUPPURAM,ES06,FG-BRA,5288,4928
FY 24-25,TAMIL NADU,VILUPPURAM,ES21,FG-BRA,953,868
FY 24-25,TAMIL NADU,VILUPPURAM,F909,FG-BRA,1511,1486
FY 24-25,TAMIL NADU,VILUPPURAM,FLFG,FG-BRA,198,172
FY 24-25,TAMIL NADU,VILUPPURAM,FRTH,FG-BRA,287,277
FY 24-25,TAMIL NADU,VILUPPURAM,GLRI,FG-BRA,268,253
FY 24-25,TAMIL NADU,VILUPPURAM,GLRR,FG-BRA,2,2
FY 24-25,TAMIL NADU,VILUPPURAM,IECDPL,FG-PANTIES,1311,775
FY 24-25,TAMIL NADU,VILUPPURAM,IECDPR,FG-PANTIES,2558,1490
FY 24-25,TAMIL NADU,VILUPPURAM,IN01,FG-BRA,4230,4031
FY 24-25,TAMIL NADU,VILUPPURAM,IN01,FG-SLIP,14,10
FY 24-25,TAMIL NADU,VILUPPURAM,IN05,FG-BRA,728,706
FY 24-25,TAMIL NADU,VILUPPURAM,IN07,FG-SLIP,266,211
FY 24-25,TAMIL NADU,VILUPPURAM,IN08,FG-SLIP,24,24
FY 24-25,TAMIL NADU,VILUPPURAM,IN15,FG-SLIP,579,489
FY 24-25,TAMIL NADU,VILUPPURAM,IN21,FG-BRA,424,400
FY 24-25,TAMIL NADU,VILUPPURAM,IN29,FG-BRA,7321,7092
FY 24-25,TAMIL NADU,VILUPPURAM,KRKR,FG-BRA,62,47
FY 24-25,TAMIL NADU,VILUPPURAM,LL06,FG-BRA,5,5
FY 24-25,TAMIL NADU,VILUPPURAM,LOVE,FG-BRA,1059,1053
FY 24-25,TAMIL NADU,VILUPPURAM,NGSL,FG-SLIP,315,243
FY 24-25,TAMIL NADU,VILUPPURAM,NHPB,FG-BRA,16,14
FY 24-25,TAMIL NADU,VILUPPURAM,NOVA,FG-BRA,9,9
FY 24-25,TAMIL NADU,VILUPPURAM,NRPB,FG-BRA,1515,1295
FY 24-25,TAMIL NADU,VILUPPURAM,NTHK,FG-BRA,24,24
FY 24-25,TAMIL NADU,VILUPPURAM,NTRL,FG-BRA,2085,2009
FY 24-25,TAMIL NADU,VILUPPURAM,OECDPL,FG-PANTIES,579,221
FY 24-25,TAMIL NADU,VILUPPURAM,OECDPR,FG-PANTIES,1012,631
FY 24-25,TAMIL NADU,VILUPPURAM,PRTI,FG-BRA,922,886
FY 24-25,TAMIL NADU,VILUPPURAM,PRTR,FG-BRA,218,218
FY 24-25,TAMIL NADU,VILUPPURAM,TB01,FG-BRA,30,25
FY 24-25,TAMIL NADU,VILUPPURAM,TEEN,FG-BRA,42,41
FY 24-25,TAMIL NADU,VILUPPURAM,TRND,FG-BRA,434,420
FY 24-25,TAMIL NADU,VILUPPURAM,UC07,FG-BRA,44,33
FY 24-25,TAMIL NADU,VILUPPURAM,UC09,FG-BRA,1247,978
FY 24-25,TAMIL NADU,VILUPPURAM,UF01,FG-BRA,34,14
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,BB01,FG-BRA,897,785
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,BL01,FG-BRA,28,27
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,CA01,FG-BRA,1551,1494
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,CA05,FG-BRA,203,199
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,CA11,FG-BRA,3,2
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,CA12,FG-BRA,98,73
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,CA15,FG-BRA,51,17
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,CB03,FG-BRA,12,6
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,CHRM,FG-BRA,99,99
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,CHRR,FG-BRA,90,90
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,CL01,FG-SLIP,4,4
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,CLSR,FG-BRA,30,30
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,CMFT,FG-BRA,300,294
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,CNDI,FG-BRA,484,448
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,CNDR,FG-BRA,69,68
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,CRSS,FG-BRA,4240,4136
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,DEFC,FG-BRA,296,168
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,DEFF,FG-BRA,30,30
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,DEFM,FG-BRA,420,385
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,DEFT,FG-BRA,16,12
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,EC05,FG-BRA,98,84
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,EC06,FG-BRA,24,21
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,EC07,FG-BRA,233,192
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,EEVI,FG-BRA,146,111
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,EFRT,FG-BRA,485,485
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,ER16,FG-BRA,17,17
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,ERCA,FG-BRA,108,108
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,ES02,FG-BRA,3786,3604
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,ES06,FG-BRA,3734,3565
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,ES11,FG-BRA,60,60
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,ES18,FG-BRA,24,24
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,ES21,FG-BRA,1,1
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,F909,FG-BRA,1189,1159
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,FLFG,FG-BRA,252,172
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,FRTH,FG-BRA,132,132
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,GLRI,FG-BRA,88,84
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,GLRR,FG-BRA,80,80
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,IECDPL,FG-PANTIES,333,213
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,IECDPR,FG-PANTIES,626,445
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,IN01,FG-BRA,1529,1433
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,IN05,FG-BRA,765,746
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,IN07,FG-SLIP,12,12
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,IN08,FG-SLIP,758,621
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,IN09,FG-SLIP,64,42
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,IN11,FG-SLIP,145,60
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,IN21,FG-BRA,314,271
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,IN27,FG-BRA,216,216
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,IN29,FG-BRA,8672,7963
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,KRKR,FG-BRA,214,185
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,LOVE,FG-BRA,905,861
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,LVHK,FG-BRA,78,78
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,NGSL,FG-SLIP,56,37
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,NHPB,FG-BRA,234,204
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,NORA,FG-BRA,30,30
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,NOVA,FG-BRA,69,24
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,NRPB,FG-BRA,1645,1273
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,NTHK,FG-BRA,274,172
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,NTRL,FG-BRA,1176,1134
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,OECDPL,FG-PANTIES,145,81
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,OECDPR,FG-PANTIES,322,269
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,PRTI,FG-BRA,128,126
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,PRTR,FG-BRA,30,30
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,SW03,FG-PETTICOAT,27,19
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,TEEN,FG-BRA,152,141
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,TRND,FG-BRA,939,900
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,UC07,FG-BRA,65,65
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,UC09,FG-BRA,818,641
FY 24-25,TAMIL NADU,VIRUDHUNAGAR,UC11,FG-BRA,12,10
FY 24-25,TELANGANA,TELANGANA,3NSL,FG-SLIP,3189,1929
FY 24-25,TELANGANA,TELANGANA,BB01,FG-BRA,3954,3485
FY 24-25,TELANGANA,TELANGANA,BL01,FG-BRA,12,12
FY 24-25,TELANGANA,TELANGANA,BUTI,FG-BRA,871,871
FY 24-25,TELANGANA,TELANGANA,BUTR,FG-BRA,146,146
FY 24-25,TELANGANA,TELANGANA,CA01,FG-BRA,13088,12210
FY 24-25,TELANGANA,TELANGANA,CA05,FG-BRA,9543,9375
FY 24-25,TELANGANA,TELANGANA,CA09,FG-BRA,71,60
FY 24-25,TELANGANA,TELANGANA,CA11,FG-BRA,42,24
FY 24-25,TELANGANA,TELANGANA,CA12,FG-BRA,5048,3270
FY 24-25,TELANGANA,TELANGANA,CA15,FG-BRA,149,121
FY 24-25,TELANGANA,TELANGANA,CL04,FG-SLIP,108,108
FY 24-25,TELANGANA,TELANGANA,CNDI,FG-BRA,6900,6484
FY 24-25,TELANGANA,TELANGANA,CNDR,FG-BRA,563,552
FY 24-25,TELANGANA,TELANGANA,CRSS,FG-BRA,2,2
FY 24-25,TELANGANA,TELANGANA,DEFC,FG-BRA,86,58
FY 24-25,TELANGANA,TELANGANA,DEFM,FG-BRA,614,545
FY 24-25,TELANGANA,TELANGANA,DEFT,FG-BRA,10163,8753
FY 24-25,TELANGANA,TELANGANA,EC06,FG-BRA,1901,1473
FY 24-25,TELANGANA,TELANGANA,EC07,FG-BRA,1498,1156
FY 24-25,TELANGANA,TELANGANA,EC09,FG-BRA,126,95
FY 24-25,TELANGANA,TELANGANA,EEVI,FG-BRA,371,261
FY 24-25,TELANGANA,TELANGANA,ER16,FG-BRA,1009,976
FY 24-25,TELANGANA,TELANGANA,ERCA,FG-BRA,411,396
FY 24-25,TELANGANA,TELANGANA,ES02,FG-BRA,6741,6496
FY 24-25,TELANGANA,TELANGANA,ES06,FG-BRA,10421,9826
FY 24-25,TELANGANA,TELANGANA,ES21,FG-BRA,7711,5655
FY 24-25,TELANGANA,TELANGANA,F909,FG-BRA,1199,1160
FY 24-25,TELANGANA,TELANGANA,FLFG,FG-BRA,141,141
FY 24-25,TELANGANA,TELANGANA,GLRI,FG-BRA,117,117
FY 24-25,TELANGANA,TELANGANA,GLRR,FG-BRA,39,39
FY 24-25,TELANGANA,TELANGANA,IECDPL,FG-PANTIES,4764,2168
FY 24-25,TELANGANA,TELANGANA,IECDPR,FG-PANTIES,5004,3047
FY 24-25,TELANGANA,TELANGANA,IEHDPL,FG-PANTIES,9,9
FY 24-25,TELANGANA,TELANGANA,IEHDPR,FG-PANTIES,7,7
FY 24-25,TELANGANA,TELANGANA,IELYPC,FG-PANTIES,352,16
FY 24-25,TELANGANA,TELANGANA,IELYPR,FG-PANTIES,45,2
FY 24-25,TELANGANA,TELANGANA,IELYRC,FG-PANTIES,64,0
FY 24-25,TELANGANA,TELANGANA,IN02,FG-SLIP,26,23
FY 24-25,TELANGANA,TELANGANA,IN07,FG-SLIP,3795,2901
